Protein ID,Annotation,# proteins in the group,# Unique peptides, P-Value HF:PG_Pyr,Fold change PG_Pyr/HF,Fold change HF/PG_Pyr, P-Value HF:PG_Pyr_Xyl:,Fold changePG_Pyr_Xyl/HF,Fold change HF/PG_Pyr_Xyl, P-Value HF:WT,Fold change WT/HF,Fold change HF/WT,P-Value PG_Pyr/PG_Pyr_Xyl,Fold change PG_Pyr_Xyl/ PG_Pyr,Fold change PG_Pyr/ PG_Pyr_Xyl,P-Value PG_Pyr:WT,Fold change WT/ PG_Pyr,Fold change PG_Pyr/WT,P-Value PG_Pyr_Xyl:WT,Fold change WT/ PG_Pyr_Xyl,Fold change PG_Pyr_Xyl/WT,HF1a,HF1b,HF1c,PG1-pyr,PG2-pyr,PG5-pyr,PG1-pyrXyl,PG2-pyrXyl,PG5-pyrXyl,WTa,WTb,WTc
U5M9B0,U5M9B0_ECOLI Mannonate dehydratase OS=Escherichia coli C321.deltaA GN=uxuA PE=3 SV=1,1,5,0.09930,1.4,0.7,0.01457,3.2,0.3,0.00928,3.4,0.3,0.04495,2.2,0.4,0.02867,2.3,0.4,0.90313,1.0,1.0,2.66E+09,2.09E+09,1.75E+09,3.50E+09,2.43E+09,3.36E+09,4.80E+09,1.13E+10,5.98E+09,5.17E+09,1.11E+10,6.43E+09
U5M029,U5M029_ECOLI Uncharacterized Nudix hydrolase NudL OS=Escherichia coli C321.deltaA GN=nudL PE=3 SV=1,1,2,0.09955,0.4,2.5,0.09471,0.3,3.0,0.05092,0.2,4.6,0.63381,0.8,1.2,0.21647,0.5,1.9,0.42383,0.6,1.6,6.06E+09,1.63E+09,2.31E+09,1.55E+09,8.89E+08,1.08E+09,5.17E+08,1.25E+09,1.35E+09,8.45E+08,2.81E+08,9.71E+08
U5M562,U5M562_ECOLI Cysteine desulfurase IscS OS=Escherichia coli C321.deltaA GN=iscS PE=1 SV=1,1,27,0.09993,2.3,0.4,0.09490,2.2,0.4,0.01124,3.2,0.3,0.92243,1.0,1.0,0.35064,1.4,0.7,0.24498,1.4,0.7,2.60E+10,6.12E+10,5.12E+10,9.92E+10,1.71E+11,6.07E+10,7.08E+10,1.63E+11,7.88E+10,1.39E+11,1.44E+11,1.33E+11
U5M494,U5M494_ECOLI 3-dehydroquinate synthase OS=Escherichia coli C321.deltaA GN=aroB PE=3 SV=1,1,11,0.10006,0.7,1.5,0.60894,0.9,1.2,0.11840,0.6,1.7,0.33534,1.3,0.8,0.64877,0.9,1.1,0.28103,0.7,1.4,2.84E+10,4.51E+10,4.68E+10,3.16E+10,2.47E+10,2.34E+10,2.31E+10,4.75E+10,3.51E+10,2.23E+10,3.41E+10,1.75E+10
U5LYX3,U5LYX3_ECOLI Sulfurtransferase OS=Escherichia coli C321.deltaA GN=ynjE PE=4 SV=1,1,6,0.10008,1.8,0.6,0.21980,1.9,0.5,0.55182,0.7,1.4,0.85621,1.1,0.9,0.12690,0.4,2.4,0.17306,0.4,2.6,1.65E+09,1.86E+09,3.39E+09,3.29E+09,5.19E+09,3.37E+09,2.16E+09,8.25E+09,4.11E+09,6.65E+08,2.62E+09,2.30E+09
U5M6P5,U5M6P5_ECOLI UPF0270 protein YheU OS=Escherichia coli C321.deltaA GN=yheU PE=3 SV=1,1,1,0.10149,3.2,0.3,0.50694,1.5,0.7,0.44827,1.3,0.8,0.39910,0.5,2.1,0.21351,0.4,2.4,0.81780,0.9,1.2,4.45E+07,4.57E+07,2.93E+07,3.53E+08,6.33E+07,8.66E+07,2.95E+07,1.85E+08,3.94E+07,4.51E+07,3.35E+07,8.88E+07
U5M7N8,"U5M7N8_ECOLI Periplasmic protein, predicted lipoprotein OS=Escherichia coli C321.deltaA GN=dcrB PE=4 SV=1",1,7,0.10185,1.3,0.8,0.25324,1.3,0.8,0.07569,0.8,1.2,0.99423,1.0,1.0,0.03226,0.6,1.6,0.09786,0.6,1.6,7.31E+10,7.91E+10,7.06E+10,1.20E+11,7.90E+10,9.54E+10,7.53E+10,1.43E+11,8.45E+10,5.47E+10,6.95E+10,6.20E+10
U5LX72,U5LX72_ECOLI Beta-hexosaminidase OS=Escherichia coli C321.deltaA GN=nagZ PE=3 SV=1,1,8,0.10222,0.6,1.8,0.94277,1.0,1.0,0.82033,1.1,0.9,0.33280,1.7,0.6,0.03775,1.9,0.5,0.84225,1.1,0.9,1.71E+09,3.43E+09,3.26E+09,1.41E+09,2.03E+09,1.17E+09,1.26E+09,6.15E+09,2.20E+09,2.89E+09,3.59E+09,2.24E+09
U5LVM7,U5LVM7_ECOLI 3-isopropylmalate dehydratase large subunit OS=Escherichia coli C321.deltaA GN=leuC PE=3 SV=1,1,19,0.10296,0.7,1.5,0.00185,1.5,0.7,0.42831,1.1,0.9,0.01305,2.2,0.4,0.07558,1.6,0.6,0.00509,0.7,1.4,1.26E+11,1.45E+11,1.40E+11,6.81E+10,1.29E+11,8.73E+10,1.91E+11,2.11E+11,2.14E+11,1.31E+11,1.51E+11,1.54E+11
U5M193,U5M193_ECOLI Glutathione S-transferase OS=Escherichia coli C321.deltaA GN=yfcF PE=4 SV=1,1,1,0.10328,0.6,1.8,0.74165,1.2,0.8,0.22731,0.6,1.6,0.17621,2.1,0.5,0.74029,1.1,0.9,0.25851,0.5,1.9,6.31E+08,1.41E+09,1.11E+09,7.19E+08,5.37E+08,4.58E+08,6.36E+08,2.76E+09,9.56E+08,4.78E+08,9.89E+08,4.99E+08
U5LYB5,U5LYB5_ECOLI DNA-binding transcriptional activator OS=Escherichia coli C321.deltaA GN=leuO PE=4 SV=1,1,6,0.10364,12.0,0.1,0.06469,23.2,0.0,0.76224,1.1,0.9,0.71076,1.9,0.5,0.10805,0.1,10.7,0.06657,0.0,20.8,9.58E+07,2.70E+08,1.25E+08,7.55E+09,1.87E+08,3.97E+09,1.31E+10,3.11E+08,9.92E+09,2.00E+08,1.81E+08,1.25E+08
U5M221,U5M221_ECOLI Sulfurtransferase OS=Escherichia coli C321.deltaA GN=sseA PE=4 SV=1,1,9,0.10442,1.6,0.6,0.39969,1.3,0.8,0.27781,1.4,0.7,0.15925,0.8,1.3,0.45835,0.9,1.2,0.64415,1.1,0.9,1.65E+10,3.63E+10,2.70E+10,4.42E+10,3.73E+10,4.34E+10,2.58E+10,4.07E+10,3.26E+10,4.29E+10,4.20E+10,2.60E+10
U5M4K6,U5M4K6_ECOLI tRNA pseudouridine synthase A OS=Escherichia coli C321.deltaA GN=truA PE=3 SV=1,1,1,0.10499,0.0,1038387.8,0.25967,0.0,3379.7,0.09592,0.0,1228472.6,0.56192,307.2,0.0,0.98638,0.8,1.2,0.54587,0.0,363.5,6.21E+08,6.29E+08,1.24E+09,4.33E+08,1.00E+00,1.00E+00,1.00E+00,6.16E+07,2.04E+08,1.00E+00,1.00E+00,2.61E+08
U5M470,U5M470_ECOLI Ribonuclease P protein component OS=Escherichia coli C321.deltaA GN=rnpA PE=3 SV=1,1,1,0.10534,0.6,1.8,0.29891,1.1,0.9,0.27088,1.1,0.9,0.07883,1.9,0.5,0.07784,1.9,0.5,0.97733,1.0,1.0,1.12E+09,1.11E+09,9.87E+08,8.83E+08,3.56E+08,7.00E+08,1.25E+09,1.14E+09,1.07E+09,1.07E+09,1.24E+09,1.16E+09
U5M4E9,U5M4E9_ECOLI Sulfurtransferase TusA OS=Escherichia coli C321.deltaA GN=tusA PE=3 SV=1,1,2,0.10543,6.5,0.2,0.07644,8.0,0.1,0.73475,0.5,2.2,0.45279,1.2,0.8,0.25374,0.1,14.4,0.22378,0.1,17.5,9.96E+06,1.66E+08,1.06E+08,2.55E+08,5.59E+08,3.43E+08,4.14E+08,4.28E+08,4.96E+08,1.21E+08,2.78E+08,4.87E+05
U5LYP3,U5LYP3_ECOLI Lipoprotein OS=Escherichia coli C321.deltaA GN=osmB PE=4 SV=1,1,1,0.10594,0.0,218762.1,0.37940,0.0,417.3,0.50741,0.6,1.7,0.49949,524.2,0.0,0.11512,130832.5,0.0,0.41475,249.6,0.0,1.99E+07,1.13E+08,2.06E+08,4.42E+07,1.00E+00,1.00E+00,1.00E+00,1.29E+08,4.93E+07,5.55E+07,4.45E+07,4.00E+07
U5LZF8,U5LZF8_ECOLI YecJ OS=Escherichia coli C321.deltaA GN=yecJ PE=4 SV=1,1,3,0.10657,0.7,1.4,0.24940,1.2,0.8,0.44927,1.1,0.9,0.04366,1.7,0.6,0.04863,1.5,0.7,0.38425,0.9,1.1,6.45E+09,8.48E+09,6.94E+09,6.85E+09,4.45E+09,4.33E+09,1.08E+10,7.80E+09,7.80E+09,7.80E+09,7.39E+09,8.20E+09
U5M3Y7,"U5M3Y7_ECOLI Conserved protein, ribosome-associated OS=Escherichia coli C321.deltaA GN=yibL PE=4 SV=1",1,5,0.10661,0.8,1.3,0.20728,1.3,0.8,0.14205,0.8,1.2,0.03426,1.7,0.6,0.56540,1.1,0.9,0.03840,0.6,1.6,1.08E+10,1.44E+10,1.13E+10,7.40E+09,1.04E+10,9.68E+09,1.83E+10,1.19E+10,1.62E+10,1.12E+10,9.24E+09,9.04E+09
U5M1X8,U5M1X8_ECOLI Iron-binding protein IscA OS=Escherichia coli C321.deltaA GN=iscA PE=3 SV=1,1,2,0.10663,5.4,0.2,0.19806,3.2,0.3,0.00131,37.9,0.0,0.60106,0.6,1.7,0.05452,7.1,0.1,0.01904,12.0,0.1,1.49E+08,3.09E+08,7.52E+07,7.81E+08,2.78E+09,2.47E+08,1.76E+08,1.50E+09,4.13E+08,4.67E+09,4.77E+09,8.49E+09
U5M3X1,U5M3X1_ECOLI DNA-binding response regulator in two-component regulatory system with BaeS OS=Escherichia coli C321.deltaA GN=baeR PE=4 SV=1,1,6,0.10664,0.7,1.5,0.67080,1.3,0.8,0.04805,0.4,2.7,0.24271,1.9,0.5,0.14810,0.6,1.8,0.09303,0.3,3.4,3.16E+09,5.06E+09,5.67E+09,3.57E+09,2.70E+09,2.66E+09,3.52E+09,1.43E+10,3.58E+09,9.37E+08,1.93E+09,2.59E+09
U5LWS4,"U5LWS4_ECOLI Bacteriophage N4 receptor, outer membrane subunit OS=Escherichia coli C321.deltaA GN=nfrA PE=4 SV=1",1,1,0.10713,0.0,468007.7,0.29052,0.0,1914.8,0.27552,0.4,2.6,0.56759,244.4,0.0,0.12872,180342.9,0.0,0.34971,737.8,0.0,4.58E+08,2.06E+08,1.75E+08,1.60E+08,1.00E+00,1.00E+00,1.00E+00,1.35E+09,1.74E+06,3.38E+07,7.72E+07,3.61E+08
U5LYA3,U5LYA3_ECOLI Pseudouridine synthase OS=Escherichia coli C321.deltaA GN=rluC PE=3 SV=1,1,8,0.10714,1.8,0.6,0.04477,2.4,0.4,0.30992,1.5,0.7,0.07278,1.3,0.7,0.38524,0.8,1.2,0.09868,0.6,1.6,1.07E+09,2.72E+09,2.11E+09,3.42E+09,3.09E+09,3.32E+09,5.43E+09,3.63E+09,4.26E+09,3.56E+09,2.98E+09,1.87E+09
U5M6S2,"U5M6S2_ECOLI Lytic murein transglycosylase, soluble OS=Escherichia coli C321.deltaA GN=slt PE=4 SV=1",1,14,0.10721,0.7,1.5,0.10132,0.6,1.7,0.05052,0.7,1.4,0.78211,0.9,1.1,0.66917,1.1,0.9,0.49510,1.2,0.8,1.33E+10,1.25E+10,1.29E+10,1.25E+10,6.33E+09,7.92E+09,6.19E+09,1.25E+10,6.11E+09,8.66E+09,1.18E+10,8.35E+09
U5M8H6,U5M8H6_ECOLI Immediate sulfur donor in thiazole formation OS=Escherichia coli C321.deltaA GN=thiS PE=4 SV=1,1,1,0.10724,0.0,1926604.3,0.05345,0.0,38.4,0.00000,0.0,2089091933.0,0.20285,50153.0,0.0,0.37390,0.0,1084.3,0.00018,0.0,54382866.6,2.94E+09,1.52E+09,2.04E+09,1.27E+09,1.00E+00,1.00E+00,5.34E+08,5.30E+06,5.68E+07,1.00E+00,1.00E+00,1.00E+00
U5LW19,U5LW19_ECOLI Phosphoglucomutase OS=Escherichia coli C321.deltaA GN=pgm PE=3 SV=1,1,25,0.10756,2.3,0.4,0.06889,3.0,0.3,0.28088,0.6,1.7,0.41124,1.3,0.8,0.00313,0.3,3.9,0.00467,0.2,5.0,4.72E+10,1.67E+11,1.20E+11,1.90E+11,2.02E+11,3.13E+11,4.66E+11,2.00E+11,2.87E+11,7.64E+10,4.66E+10,5.86E+10
U5M6W5,"U5M6W5_ECOLI Aerobic respiration control sensor histidine protein kinase, cognate to two-component response regulators ArcA and RssB OS=Escherichia coli C321.deltaA GN=arcB PE=4 SV=1",1,10,0.10795,0.7,1.5,0.29154,0.7,1.3,0.08259,0.6,1.7,0.75032,1.1,0.9,0.45837,0.8,1.2,0.41221,0.8,1.3,1.52E+10,2.27E+10,2.51E+10,1.72E+10,1.31E+10,1.25E+10,1.08E+10,2.12E+10,1.55E+10,8.68E+09,1.61E+10,1.23E+10
U5M7N0,U5M7N0_ECOLI Cell division protein FtsX OS=Escherichia coli C321.deltaA GN=ftsX PE=3 SV=1,1,5,0.10796,0.4,2.3,0.53104,1.2,0.8,0.00693,0.5,2.0,0.09578,2.8,0.4,0.74145,1.1,0.9,0.03856,0.4,2.5,2.05E+09,2.89E+09,1.96E+09,1.73E+09,1.18E+09,4.81E+08,2.19E+09,5.04E+09,2.02E+09,1.06E+09,1.27E+09,1.10E+09
U5LXC9,"U5LXC9_ECOLI Molybdopterin synthase, large subunit OS=Escherichia coli C321.deltaA GN=moaE PE=4 SV=1",1,3,0.10825,2.1,0.5,0.45102,1.3,0.8,0.17994,1.8,0.6,0.15538,0.6,1.6,0.59133,0.8,1.2,0.30898,1.4,0.7,1.65E+09,8.32E+08,2.19E+09,4.75E+09,2.85E+09,2.17E+09,1.79E+09,2.55E+09,1.50E+09,2.73E+09,3.57E+09,1.74E+09
U5M265,U5M265_ECOLI Pyridoxine 5'-phosphate synthase OS=Escherichia coli C321.deltaA GN=pdxJ PE=3 SV=1,1,11,0.10936,1.3,0.8,0.05796,1.5,0.7,0.46282,0.9,1.1,0.30957,1.2,0.9,0.01253,0.7,1.5,0.01275,0.6,1.7,2.90E+10,4.32E+10,4.00E+10,5.46E+10,4.37E+10,4.92E+10,4.66E+10,6.77E+10,5.76E+10,3.13E+10,3.76E+10,3.05E+10
U5M3Y9,U5M3Y9_ECOLI Bifunctional hydroxy-methylpyrimidine kinase/ hydroxy-phosphomethylpyrimidine kinase OS=Escherichia coli C321.deltaA GN=thiD PE=4 SV=1,1,7,0.10945,0.4,2.3,0.25359,0.5,2.2,0.00084,0.2,5.1,0.92144,1.1,0.9,0.15410,0.5,2.2,0.23270,0.4,2.3,4.67E+10,5.09E+10,6.12E+10,3.03E+10,9.99E+09,3.71E+10,2.63E+10,8.50E+09,6.29E+10,1.11E+10,7.61E+09,1.32E+10
U5M3B1,U5M3B1_ECOLI G/U mismatch-specific DNA glycosylase OS=Escherichia coli C321.deltaA GN=mug PE=3 SV=1,1,4,0.10985,0.7,1.5,0.86108,1.0,1.0,0.87314,1.0,1.0,0.01381,1.6,0.6,0.01017,1.5,0.6,0.95015,1.0,1.0,9.62E+09,1.55E+10,1.70E+10,1.06E+10,7.71E+09,9.19E+09,1.29E+10,1.55E+10,1.39E+10,1.43E+10,1.33E+10,1.46E+10
U5LZG1,U5LZG1_ECOLI Iron-enterobactin transporter subunit OS=Escherichia coli C321.deltaA GN=fepB PE=4 SV=1,1,3,0.11010,0.5,2.1,0.34144,0.7,1.3,0.00759,0.3,3.1,0.30510,1.6,0.6,0.32112,0.7,1.5,0.03026,0.4,2.3,9.06E+09,1.61E+10,1.43E+10,8.57E+09,3.21E+09,8.12E+09,1.16E+10,6.24E+09,1.18E+10,5.28E+09,4.06E+09,3.16E+09
U5M8G7,U5M8G7_ECOLI UDP-N-acetylenolpyruvoylglucosamine reductase OS=Escherichia coli C321.deltaA GN=murB PE=3 SV=1,1,3,0.11031,0.6,1.7,0.00846,0.6,1.8,0.43426,0.9,1.1,0.95037,1.0,1.0,0.19459,1.5,0.7,0.02473,1.6,0.6,5.77E+09,7.97E+09,7.39E+09,6.57E+09,3.45E+09,2.86E+09,4.31E+09,4.12E+09,3.47E+09,6.55E+09,4.99E+09,7.13E+09
U5M3T3,U5M3T3_ECOLI Dipeptide/heme transporter OS=Escherichia coli C321.deltaA GN=dppD PE=3 SV=1,1,8,0.11031,3.7,0.3,0.05526,5.3,0.2,0.03883,7.2,0.1,0.16523,1.4,0.7,0.08185,2.0,0.5,0.30300,1.4,0.7,5.07E+08,3.69E+09,2.52E+09,4.69E+09,8.59E+09,5.70E+09,7.68E+09,1.12E+10,7.97E+09,1.62E+10,1.40E+10,7.63E+09
U5M096,U5M096_ECOLI Quorum-sensing transcriptional activator OS=Escherichia coli C321.deltaA GN=sdiA PE=4 SV=1,1,2,0.11104,23.0,0.0,0.09763,28.4,0.0,0.43827,4.0,0.3,0.69970,1.2,0.8,0.05321,0.2,5.8,0.04577,0.1,7.2,1.48E+06,7.37E+07,2.05E+08,5.14E+08,1.23E+09,4.29E+08,1.36E+09,3.65E+08,1.03E+09,5.04E+07,8.43E+07,3.28E+08
U5M5T4,"U5M5T4_ECOLI HU, DNA-binding transcriptional regulator, alpha subunit OS=Escherichia coli C321.deltaA GN=hupA PE=3 SV=1",1,10,0.11114,0.8,1.3,0.74884,1.0,1.0,0.43378,1.1,0.9,0.03397,1.3,0.8,0.00654,1.4,0.7,0.02094,1.1,0.9,2.64E+11,3.85E+11,3.42E+11,2.84E+11,2.28E+11,2.44E+11,3.30E+11,3.00E+11,3.12E+11,3.73E+11,3.43E+11,3.66E+11
U5M1S1,U5M1S1_ECOLI Cysteine sulfinate desulfinase OS=Escherichia coli C321.deltaA GN=csdA PE=3 SV=1,1,3,0.11122,2.0,0.5,0.05842,2.5,0.4,0.13904,0.4,2.5,0.14525,1.3,0.8,0.01186,0.2,5.0,0.00812,0.2,6.3,3.40E+08,1.05E+09,7.90E+08,1.18E+09,1.50E+09,1.32E+09,1.39E+09,1.65E+09,2.00E+09,4.68E+08,2.89E+08,1.35E+08
U5M919,U5M919_ECOLI Putative DNA-binding transcriptional regulator OS=Escherichia coli C321.deltaA GN=yijO PE=4 SV=1,1,1,0.11149,0.7,1.5,0.35246,0.8,1.2,0.45985,1.2,0.8,0.03334,1.2,0.8,0.00463,1.7,0.6,0.01651,1.4,0.7,2.51E+09,4.08E+09,4.52E+09,2.31E+09,2.69E+09,2.37E+09,2.88E+09,3.17E+09,2.84E+09,3.68E+09,4.90E+09,4.18E+09
U5M3K7,U5M3K7_ECOLI Conserved inner membrane protein OS=Escherichia coli C321.deltaA GN=yedI PE=4 SV=1,1,2,0.11253,0.5,1.9,0.56165,0.9,1.2,0.00095,0.2,4.9,0.25056,1.6,0.6,0.04058,0.4,2.6,0.00471,0.2,4.2,1.69E+09,2.35E+09,2.44E+09,1.78E+09,1.24E+09,6.64E+08,1.41E+09,2.77E+09,1.58E+09,3.40E+08,5.51E+08,4.47E+08
U5M9F4,U5M9F4_ECOLI Ferric iron reductase involved in ferric hydroximate transport OS=Escherichia coli C321.deltaA GN=fhuF PE=4 SV=1,1,1,0.11281,0.0,312598.1,0.24750,0.0,2060.4,0.00000,0.0,160782814.4,0.58257,151.7,0.0,0.37390,0.0,514.3,0.11625,0.0,78034.7,2.43E+08,1.08E+08,1.58E+08,1.36E+08,1.00E+00,1.00E+00,2.98E+07,1.00E+00,1.59E+07,1.00E+00,1.00E+00,1.00E+00
U5LXR1,U5LXR1_ECOLI GTP cyclohydrolase-2 OS=Escherichia coli C321.deltaA GN=ribA PE=3 SV=1,1,5,0.11282,0.8,1.3,0.30663,1.2,0.8,0.95134,1.0,1.0,0.00435,1.6,0.6,0.00274,1.3,0.8,0.05865,0.8,1.2,6.77E+09,1.07E+10,9.29E+09,6.13E+09,6.98E+09,6.69E+09,9.99E+09,1.20E+10,9.54E+09,8.65E+09,8.45E+09,8.92E+09
U5M043,"U5M043_ECOLI Putative oxidoreductase, Zn-dependent and NAD(P)-binding protein OS=Escherichia coli C321.deltaA GN=ydjL PE=3 SV=1",1,1,0.11285,110760.5,0.0,0.99004,1.1,0.9,0.96286,0.7,1.5,0.12028,0.0,99403.5,0.08836,0.0,163028.8,0.95295,0.6,1.6,2.72E+07,1.00E+00,1.00E+00,4.87E+07,1.06E+07,7.15E+07,1.00E+00,3.76E+07,1.00E+00,1.00E+00,1.00E+00,8.53E+06
U5M573,U5M573_ECOLI Cation/acetate symporter ActP OS=Escherichia coli C321.deltaA GN=actP PE=3 SV=1,1,1,0.11287,8.4,0.1,0.04254,28.1,0.0,0.00343,157.5,0.0,0.34967,3.3,0.3,0.02356,18.8,0.1,0.13714,5.6,0.2,1.48E+07,1.75E+08,9.03E+07,1.90E+08,2.23E+09,3.25E+08,7.74E+08,9.69E+09,6.87E+08,6.36E+09,1.93E+10,7.44E+09
U5LVD4,U5LVD4_ECOLI Putative lipoprotein required for swarming phenotype OS=Escherichia coli C321.deltaA GN=yaiW PE=4 SV=1,1,5,0.11292,0.7,1.5,0.74145,1.1,0.9,0.31249,0.8,1.3,0.20565,1.6,0.6,0.68556,1.1,0.9,0.35905,0.7,1.4,2.43E+09,2.62E+09,2.49E+09,1.92E+09,2.19E+09,1.17E+09,2.53E+09,4.40E+09,1.86E+09,2.20E+09,2.63E+09,1.25E+09
U5M3K0,"U5M3K0_ECOLI 7,8-dihydropteroate synthase OS=Escherichia coli C321.deltaA GN=folP PE=4 SV=1",1,9,0.11371,2.7,0.4,0.11381,2.6,0.4,0.86686,1.1,0.9,0.87793,1.0,1.0,0.03521,0.4,2.4,0.02776,0.4,2.3,2.45E+09,1.11E+10,7.04E+09,1.06E+10,1.85E+10,1.84E+10,1.50E+10,1.18E+10,1.84E+10,8.45E+09,7.19E+09,4.13E+09
U5M530,U5M530_ECOLI Phosphoribosylglycinamide formyltransferase 1 OS=Escherichia coli C321.deltaA GN=purN PE=4 SV=1,1,3,0.11382,0.4,2.6,0.67551,0.9,1.2,0.17345,1.4,0.7,0.21194,2.2,0.5,0.04660,3.7,0.3,0.19953,1.7,0.6,6.26E+09,8.36E+09,4.63E+09,4.77E+09,2.76E+09,1.06E+09,6.26E+09,8.17E+09,2.95E+09,9.80E+09,1.01E+10,6.92E+09
U5M2M9,U5M2M9_ECOLI Ribosomal RNA large subunit methyltransferase M OS=Escherichia coli C321.deltaA GN=rlmM PE=3 SV=1,1,3,0.11384,0.8,1.2,0.83722,1.0,1.0,0.20190,0.8,1.2,0.44788,1.2,0.9,0.57975,1.0,1.0,0.55101,0.9,1.1,2.68E+09,3.79E+09,3.01E+09,2.56E+09,2.51E+09,2.55E+09,2.24E+09,4.27E+09,2.76E+09,2.39E+09,2.86E+09,2.65E+09
U5LXA9,"U5LXA9_ECOLI Acyl-CoA thioesterase, lipoprotein OS=Escherichia coli C321.deltaA GN=ybhC PE=3 SV=1",1,7,0.11496,2.3,0.4,0.06094,2.5,0.4,0.26786,1.7,0.6,0.73298,1.1,0.9,0.44643,0.8,1.3,0.23279,0.7,1.5,1.17E+10,2.86E+10,3.49E+10,8.25E+10,3.97E+10,4.21E+10,5.64E+10,4.67E+10,6.98E+10,4.41E+10,5.49E+10,2.41E+10
U5LXU5,U5LXU5_ECOLI DNA-binding transcriptional regulator of psp operon OS=Escherichia coli C321.deltaA GN=pspB PE=4 SV=1,1,1,0.11516,0.7,1.4,0.37638,0.9,1.1,0.50448,0.9,1.1,0.14743,1.2,0.8,0.11147,1.2,0.8,0.62749,1.0,1.0,9.42E+09,1.42E+10,1.17E+10,9.59E+09,9.22E+09,7.15E+09,1.10E+10,9.66E+09,1.02E+10,1.13E+10,1.08E+10,9.69E+09
U5M4I9,"U5M4I9_ECOLI Putative alternate lipid exporter, suppressor of msbA and KDO essentiality, inner membrane protein OS=Escherichia coli C321.deltaA GN=yhjD PE=4 SV=1",1,1,0.11612,0.0,285574.6,0.11612,0.0,285574.6,0.46989,0.0,895.9,1.00000,1.0,1.0,0.37390,318.8,0.0,0.37390,318.8,0.0,1.00E+00,1.59E+08,1.47E+08,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,3.24E+07,1.00E+00,1.00E+00
U5LVA4,U5LVA4_ECOLI Cytosine transporter OS=Escherichia coli C321.deltaA GN=codB PE=4 SV=1,1,1,0.11612,0.0,44805.4,0.11612,0.0,44805.4,0.15752,11407.4,0.0,1.00000,1.0,1.0,0.00000,511113920.0,0.0,0.00000,511113920.0,0.0,1.00E+00,9.11E+06,9.87E+06,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,7.58E+08,1.82E+08,9.70E+08
U5M3Q6,U5M3Q6_ECOLI Acid-resistance membrane protein OS=Escherichia coli C321.deltaA GN=hdeD PE=4 SV=1,1,1,0.11612,0.0,326703.7,0.11612,0.0,326703.7,0.11612,0.0,326703.7,1.00000,1.0,1.0,1.00000,1.0,1.0,1.00000,1.0,1.0,1.00E+00,1.76E+08,1.98E+08,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
U5M4W5,U5M4W5_ECOLI UPF0214 protein YfeW OS=Escherichia coli C321.deltaA GN=yfeW PE=3 SV=1,1,1,0.11614,231140.6,0.0,0.37390,223.8,0.0,0.37390,129.2,0.0,0.44559,0.0,1032.7,0.39464,0.0,1788.5,0.94344,0.6,1.7,1.00E+00,1.00E+00,1.00E+00,9.53E+07,1.30E+08,1.00E+00,1.00E+00,1.12E+07,1.00E+00,1.00E+00,1.00E+00,2.16E+06
U5M5U1,U5M5U1_ECOLI Putative 2-hydroxyglutaryl-CoA dehydratase OS=Escherichia coli C321.deltaA GN=yjiM PE=4 SV=1,1,1,0.11614,196278.2,0.0,1.00000,1.0,1.0,0.11613,89063.0,0.0,0.11614,0.0,196278.2,0.92910,0.5,2.2,0.11613,89063.0,0.0,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.01E+08,7.46E+07,1.00E+00,1.00E+00,1.00E+00,2.98E+07,1.00E+00,2.37E+07
U5M3E8,U5M3E8_ECOLI Ferrous iron transport protein C OS=Escherichia coli C321.deltaA GN=feoC PE=3 SV=1,1,1,0.11621,0.0,154110.9,0.96757,0.7,1.4,0.11621,0.0,154110.9,0.11810,107383.7,0.0,1.00000,1.0,1.0,0.11810,0.0,107383.7,1.00E+00,4.60E+07,7.96E+07,1.00E+00,1.00E+00,1.00E+00,1.20E+08,1.00E+00,1.03E+07,1.00E+00,1.00E+00,1.00E+00
U5LZD8,U5LZD8_ECOLI Ferrochelatase OS=Escherichia coli C321.deltaA GN=hemH PE=3 SV=1,1,2,0.11627,0.0,175145.4,0.41533,0.0,1214.1,0.42330,228.7,0.0,0.37390,144.3,0.0,0.00003,40051864.0,0.0,0.06773,277641.6,0.0,5.13E+07,1.00E+00,1.05E+08,1.00E+00,1.00E+00,1.00E+00,1.00E+00,3.00E+06,1.00E+00,3.21E+07,1.86E+08,1.08E+07
U5M2U4,"U5M2U4_ECOLI Glutamate synthase, large subunit OS=Escherichia coli C321.deltaA GN=gltB PE=4 SV=1",1,57,0.11645,0.6,1.7,0.92387,1.0,1.0,0.66070,0.9,1.1,0.08511,1.7,0.6,0.07843,1.5,0.7,0.52561,0.9,1.1,3.98E+10,7.58E+10,6.53E+10,2.62E+10,4.73E+10,3.36E+10,4.72E+10,8.24E+10,5.46E+10,5.82E+10,5.25E+10,4.83E+10
